,,,,,,,,,,,,
,,,,,,,,,,,,
Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Annotation,Fxnal cat
Rv0277c,Mb0283c,vapc25, 142 aa, 142 aa ,,,100.00%,142 aa overlap,,,possible toxin vapc25. contains pin domain.,"virulence, detoxification,adaptation"
Rv0281,Mb0289,, 302 aa, 302 aa ,,,100.00%,302 aa overlap,,,possible s-adenosylmethionine-dependent methyltransferase,lipid metabolism
Rv0283,Mb0291,eccb3, 538 aa, 538 aa ,,,100.00%,538 aa overlap,,,esx conserved component eccb3. esx-3 type vii secretion system protein. possible membrane protein.,cell wall and cell processes
Rv0285,Mb0293,PE5, 102 aa, 102 aa ,,,100.00%,102 aa overlap,,,pe family protein pe5,PE/PPE
Rv0286,Mb0294,PPE4, 513 aa, 513 aa ,,,100.00%,513 aa overlap,,,ppe family protein ppe4,PE/PPE
Rv0287,Mb0295,esxG, 97 aa, 97 aa ,,,100.00%,97 aa overlap,,,esat-6 like protein esxg conserved protein tb9.8,cell wall and cell processes
Rv0288,Mb0296,esxH, 96 aa, 96 aa ,,,100.00%,96 aa overlap,,,low molecular weight protein antigen 7 esxh 10 kda antigen cfp-7 protein tb10.4,cell wall and cell processes
Rv0289,Mb0297,espg3, 295 aa, 295 aa ,,,100.00%,295 aa overlap,,,esx-3 secretion-associated protein espg3,cell wall and cell processes
Rv0291,Mb0299,mycp3, 461 aa, 461 aa ,,,100.00%,461 aa overlap,,,probable membrane-anchored mycosin mycp3 serine protease subtilisin-like protease subtilase-like mycosin-3,intermediate metabolism and respiration
Rv0293c,Mb0301c,, 400 aa, 400 aa ,,,100.00%,400 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0294,Mb0302,tam, 261 aa, 261 aa ,,,100.00%,261 aa overlap,,,probable trans-aconitate methyltransferase tam,intermediate metabolism and respiration
Rv0295c,Mb0303c,, 267 aa, 267 aa ,,,100.00%,267 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0296c,Mb0304c,, 465 aa, 465 aa ,,,100.00%,465 aa overlap,,,probable sulfatase,intermediate metabolism and respiration
Rv0298,Mb0306,, 75 aa, 75 aa ,,,100.00%,75 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0300,Mb0308,vapb2, 73 aa, 73 aa ,,,100.00%,73 aa overlap,,,possible antitoxin vapb2,"virulence, detoxification,adaptation"
Rv0301,Mb0309,vapc2, 141 aa, 141 aa ,,,100.00%,141 aa overlap,,,possible toxin vapc2,"virulence, detoxification,adaptation"
Rv0303,Mb0311,, 302 aa, 302 aa ,,,100.00%,302 aa overlap,,,probable dehydrogenase/reductase,intermediate metabolism and respiration
Rv0306,Mb0314,, 223 aa, 223 aa ,,,100.00%,223 aa overlap,,,putative oxidoreductase,intermediate metabolism and respiration
Rv0307c,Mb0315c,, 160 aa, 160 aa ,,,100.00%,160 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv0308,Mb0316,, 238 aa, 238 aa ,,,100.00%,238 aa overlap,,,probable conserved integral membrane protein,cell wall and cell processes
Rv0309,Mb0317,, 218 aa, 218 aa ,,,100.00%,218 aa overlap,,,possible conserved exported protein,cell wall and cell processes
Rv0310c,Mb0318c,, 163 aa, 163 aa ,,,100.00%,163 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0311,Mb0319,, 409 aa, 409 aa ,,,100.00%,409 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv0313,Mb0321,, 128 aa, 128 aa ,,,100.00%,128 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0316,Mb0324,, 204 aa, 204 aa ,,,100.00%,204 aa overlap,,,possible muconolactone isomerase,intermediate metabolism and respiration
Rv0317c,Mb0325c,glpQ2, 256 aa, 256 aa ,,,100.00%,256 aa overlap,,,possible glycerophosphoryl diester phosphodiesterase glpq2 glycerophosphodiester phosphodiesterase,intermediate metabolism and respiration
Rv0319,Mb0327,pcp, 222 aa, 222 aa ,,,100.00%,222 aa overlap,,,probable pyrrolidone-carboxylate peptidase pcp 5-oxoprolyl-peptidase pyroglutamyl-peptidase i pgp-i pyrase,intermediate metabolism and respiration
Rv0320,Mb0328,, 220 aa, 220 aa ,,,100.00%,220 aa overlap,,,possible conserved exported protein,cell wall and cell processes
Rv0322,Mb0330,udgA, 443 aa, 443 aa ,,,100.00%,443 aa overlap,,,probable udp-glucose 6-dehydrogenase udga udp-glc dehydrogenase udp-glcdh udpgdh,intermediate metabolism and respiration
Rv0328,Mb0335,, 200 aa, 200 aa ,,,100.00%,200 aa overlap,,,possible transcriptional regulatory protein possibly tetr/acrr-family,regulatory proteins
Rv0330c,Mb0337c,, 246 aa, 246 aa ,,,100.00%,246 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0331,Mb0338,, 388 aa, 388 aa ,,,100.00%,388 aa overlap,,,possible dehydrogenase/reductase,intermediate metabolism and respiration
Rv0333,Mb0340,, 124 aa, 124 aa ,,,100.00%,124 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv0334,Mb0341,rmlA, 288 aa, 288 aa ,,,100.00%,288 aa overlap,,,alpha-d-glucose-1-phosphate thymidylyltransferase rmla dtdp-glucose synthase dtdp-glucose pyrophosphorylase,intermediate metabolism and respiration
Rv0335c,Mb0342c,PE6, 171 aa, 171 aa ,,,100.00%,171 aa overlap,,,pe family protein pe6,PE/PPE
Rv0336,Mb0343,, 503 aa, 503 aa ,,,100.00%,503 aa overlap,,,conserved 13e12 repeat family protein,insertion seqs and phages
Rv0337c,Mb0344c,aspC, 429 aa, 429 aa ,,,100.00%,429 aa overlap,,,probable aspartate aminotransferase aspc transaminase a aspat,intermediate metabolism and respiration
Rv0339c,Mb0346c,, 832 aa, 832 aa ,,,100.00%,832 aa overlap,,,possible transcriptional regulatory protein,regulatory proteins
Rv0340,Mb0347,, 179 aa, 179 aa ,,,100.00%,179 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0341,Mb0348,iniB, 479 aa, 479 aa ,,,100.00%,479 aa overlap,,,isoniazid inductible gene protein inib,cell wall and cell processes
Rv0343,Mb0350,iniC, 493 aa, 493 aa ,,,100.00%,493 aa overlap,,,isoniazid inductible gene protein inic,cell wall and cell processes
Rv0344c,Mb0351c,lpqJ, 186 aa, 186 aa ,,,100.00%,186 aa overlap,,,probable lipoprotein lpqj,cell wall and cell processes
Rv0346c,Mb0354c,ansP2, 487 aa, 487 aa ,,,100.00%,487 aa overlap,,,possible l-asparagine permease ansp2 l-asparagine transport protein,cell wall and cell processes
Rv0347,Mb0355,, 328 aa, 328 aa ,,,100.00%,328 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv0348,Mb0356,, 217 aa, 217 aa ,,,100.00%,217 aa overlap,,,possible transcriptional regulatory protein,regulatory proteins
Rv0349,Mb0357,, 219 aa, 219 aa ,,,100.00%,219 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0350,Mb0358,dnaK, 625 aa, 625 aa ,,,100.00%,625 aa overlap,,,probable chaperone protein dnak heat shock protein 70 heat shock 70 kda protein hsp70,"virulence, detoxification,adaptation"
Rv0352,Mb0360,dnaJ1, 395 aa, 395 aa ,,,100.00%,395 aa overlap,,,probable chaperone protein dnaj1,"virulence, detoxification,adaptation"
Rv0353,Mb0361,hspR, 126 aa, 126 aa ,,,100.00%,126 aa overlap,,,probable heat shock protein transcriptional repressor hspr merr family,"virulence, detoxification,adaptation"
Rv0356c,Mb0363c,, 214 aa, 214 aa ,,,100.00%,214 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0357c,Mb0364c,purA, 432 aa, 432 aa ,,,100.00%,432 aa overlap,,,probable adenylosuccinate synthetase pura imp--aspartate ligase adss ampsase,intermediate metabolism and respiration
Rv0358,Mb0365,, 215 aa, 215 aa ,,,100.00%,215 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0360c,Mb0367c,, 145 aa, 145 aa ,,,100.00%,145 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0361,Mb0368,, 275 aa, 275 aa ,,,100.00%,275 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv0363c,Mb0370c,fba, 344 aa, 344 aa ,,,100.00%,344 aa overlap,,,probable fructose-bisphosphate aldolase fba,intermediate metabolism and respiration
Rv0365c,Mb0372c,, 376 aa, 376 aa ,,,100.00%,376 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0366c,Mb0373c,, 197 aa, 197 aa ,,,100.00%,197 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0367c,Mb0374c,, 129 aa, 129 aa ,,,100.00%,129 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0369c,Mb0376c,, 171 aa, 171 aa ,,,100.00%,171 aa overlap,,,possible membrane oxidoreductase,intermediate metabolism and respiration
Rv0371c,Mb0378c,, 197 aa, 197 aa ,,,100.00%,197 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0374c,Mb0381c,, 159 aa, 159 aa ,,,100.00%,159 aa overlap,,,probable carbon monoxyde dehydrogenase small chain,intermediate metabolism and respiration
Rv0375c,Mb0382c,, 286 aa, 286 aa ,,,100.00%,286 aa overlap,,,probable carbon monoxyde dehydrogenase medium chain,intermediate metabolism and respiration
Rv0376c,Mb0383c,, 380 aa, 380 aa ,,,100.00%,380 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0378,Mb0385,, 73 aa, 73 aa ,,,100.00%,73 aa overlap,,,conserved hypothetical glycine rich protein,Conserved hypothetical protein
Rv0379,Mb0386,secE2, 71 aa, 71 aa ,,,100.00%,71 aa overlap,,,possible protein transport protein sece2,cell wall and cell processes
Rv0380c,Mb0387c,, 183 aa, 183 aa ,,,100.00%,183 aa overlap,,,possible rna methyltransferase rna methylase,intermediate metabolism and respiration
Rv0381c,Mb0388c,, 302 aa, 302 aa ,,,100.00%,302 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0382c,Mb0389c,pyrE, 179 aa, 179 aa ,,,100.00%,179 aa overlap,,,probable orotate phosphoribosyltransferase pyre oprt oprtase,intermediate metabolism and respiration
Rv0383c,Mb0390c,, 284 aa, 284 aa ,,,100.00%,284 aa overlap,,,possible conserved secreted protein,cell wall and cell processes
Rv0384c,Mb0391c,clpB, 848 aa, 848 aa ,,,100.00%,848 aa overlap,,,probable endopeptidase atp binding protein chain b clpb clpb protein heat shock protein f84.1,"virulence, detoxification,adaptation"
Rv0385,Mb0392,, 390 aa, 390 aa ,,,100.00%,390 aa overlap,,,probable monooxygenase,intermediate metabolism and respiration
Rv0390,Mb0396,, 140 aa, 140 aa ,,,100.00%,140 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0391,Mb0397,metZ, 406 aa, 406 aa ,,,100.00%,406 aa overlap,,,probable o-succinylhomoserine sulfhydrylase metz osh sulfhydrylase,intermediate metabolism and respiration
Rv0393,Mb0399,,441 aa, 441 aa ,,,100.00%,441 aa overlap,,,conserved 13e12 repeat family protein,insertion seqs and phages
Rv0394c,Mb0400c,, 239 aa, 239 aa ,,,100.00%,239 aa overlap,,,possible secreted protein,cell wall and cell processes
Rv0396,Mb0402,, 130 aa, 130 aa ,,,100.00%,130 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0397,Mb0403,, 122 aa, 122 aa ,,,100.00%,122 aa overlap,,,conserved 13e12 repeat family protein,insertion seqs and phages
Rv0397A,Mb0403A,, 82 aa, 82 aa ,,,100.00%,82 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0398c,Mb0404c,, 213 aa, 213 aa ,,,100.00%,213 aa overlap,,,possible secreted protein,cell wall and cell processes
Rv0399c,Mb0405c,lpqK, 409 aa, 409 aa ,,,100.00%,409 aa overlap,,,possible conserved lipoprotein lpqk,cell wall and cell processes
Rv0400c,Mb0406c,fadE7, 395 aa, 395 aa ,,,100.00%,395 aa overlap,,,acyl-coa dehydrogenase fade7,lipid metabolism
Rv0401,Mb0407,, 123 aa, 123 aa ,,,100.00%,123 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv0403c,Mb0410c,mmpS1, 142 aa, 142 aa ,,,100.00%,142 aa overlap,,,probable conserved membrane protein mmps1,cell wall and cell processes
Rv0406c,Mb0414c,, 272 aa, 272 aa ,,,100.00%,272 aa overlap,,,beta lactamase like protein,Conserved hypothetical protein
Rv0407,Mb0415,fgd1, 336 aa, 336 aa ,,,100.00%,336 aa overlap,,,f420-dependent glucose-6-phosphate dehydrogenase fgd1,intermediate metabolism and respiration
Rv0409,Mb0417,ackA, 385 aa, 385 aa ,,,100.00%,385 aa overlap,,,probable acetate kinase acka acetokinase,intermediate metabolism and respiration
Rv0410c,Mb0418c,pknG, 750 aa, 750 aa ,,,100.00%,750 aa overlap,,,serine/threonine-protein kinase pkng protein kinase g stpk g,regulatory proteins
Rv0411c,Mb0419c,glnH, 328 aa, 328 aa ,,,100.00%,328 aa overlap,,,probable glutamine-binding lipoprotein glnh glnbp,cell wall and cell processes
Rv0413,Mb0421,mutT3, 217 aa, 217 aa ,,,100.00%,217 aa overlap,,,possible mutator protein mutt3 7c8-dihydro-8-oxoguanine-triphosphatase 8-oxo-dgtpase dgtp pyrophosphohydrolase,information pathways
Rv0414c,Mb0422c,thiE, 222 aa, 222 aa ,,,100.00%,222 aa overlap,,,thiamine-phosphate pyrophosphorylase thie tmp pyrophosphorylase tmp-ppase thiamine-phosphate synthase,intermediate metabolism and respiration
Rv0416,Mb0424,thiS, 68 aa, 68 aa ,,,100.00%,68 aa overlap,,,possible protein this,intermediate metabolism and respiration
Rv0418,Mb0426,lpqL, 500 aa, 500 aa ,,,100.00%,500 aa overlap,,,probable lipoprotein aminopeptidase lpql,cell wall and cell processes
Rv0421c,Mb0429c,, 209 aa, 209 aa ,,,100.00%,209 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0422c,Mb0430c,thiD, 265 aa, 265 aa ,,,100.00%,265 aa overlap,,,probable phosphomethylpyrimidine kinase thid hmp-phosphate kinase hmp-p kinase,intermediate metabolism and respiration
Rv0423c,Mb0431c,thiC, 547 aa, 547 aa ,,,100.00%,547 aa overlap,,,probable thiamine biosynthesis protein thic,intermediate metabolism and respiration
Rv0424c,Mb0432c,, 91 aa, 91 aa ,,,100.00%,91 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0426c,Mb0434c,, 147 aa, 147 aa ,,,100.00%,147 aa overlap,,,possible transmembrane protein,cell wall and cell processes
Rv0427c,Mb0435c,xthA, 291 aa, 291 aa ,,,100.00%,291 aa overlap,,,probable exodeoxyribonuclease iii protein xtha exonuclease iii exo iii ap endonuclease vi,information pathways
Rv0430,Mb0438,, 102 aa, 102 aa ,,,100.00%,102 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0432,Mb0440,sodC, 240 aa, 240 aa ,,,100.00%,240 aa overlap,,,periplasmic superoxide dismutase [cu-zn] sodc,"virulence, detoxification,adaptation"
Rv0433,Mb0441,, 376 aa, 376 aa ,,,100.00%,376 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0435c,Mb0443c,, 728 aa, 728 aa ,,,100.00%,728 aa overlap,,,putative conserved atpase,cell wall and cell processes
Rv0437c,Mb0445c,psd, 231 aa, 231 aa ,,,100.00%,231 aa overlap,,,possible phosphatidylserine decarboxylase psd ps decarboxylase,lipid metabolism
Rv0439c,Mb0447c,, 311 aa, 311 aa ,,,100.00%,311 aa overlap,,,probable dehydrogenase/reductase,intermediate metabolism and respiration
Rv0440,Mb0448,groEL2, 540 aa, 540 aa ,,,100.00%,540 aa overlap,,,60 kda chaperonin 2 groel2 protein cpn60-2 groel protein 2 65 kda antigen heat shock protein 65 cell wall protein a antigen a,"virulence, detoxification,adaptation"
Rv0441c,Mb0449c,, 142 aa, 142 aa ,,,100.00%,142 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0443,Mb0451,, 171 aa, 171 aa ,,,100.00%,171 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0445c,Mb0453c,sigK, 187 aa, 187 aa ,,,100.00%,187 aa overlap,,,alternative rna polymerase sigma factor sigk,information pathways
Rv0446c,Mb0454c,, 256 aa, 256 aa ,,,100.00%,256 aa overlap,,,possible conserved transmembrane protein,cell wall and cell processes
Rv0447c,Mb0455c,ufaA1, 427 aa, 427 aa ,,,100.00%,427 aa overlap,,,probable cyclopropane-fatty-acyl-phospholipid synthase ufaa1 cyclopropane fatty acid synthase cfa synthase,lipid metabolism
Rv0448c,Mb0456c,, 221 aa, 221 aa ,,,100.00%,221 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0449c,Mb0457c,, 439 aa, 439 aa ,,,100.00%,439 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0451c,Mb0459c,mmpS4, 140 aa, 140 aa ,,,100.00%,140 aa overlap,,,probable conserved membrane protein mmps4,cell wall and cell processes
Rv0452,Mb0460,, 236 aa, 236 aa ,,,100.00%,236 aa overlap,,,possible transcriptional regulatory protein,regulatory proteins
Rv0453,Mb0461,PPE11, 518 aa, 518 aa ,,,100.00%,518 aa overlap,,,ppe family protein ppe11,PE/PPE
Rv0454,Mb0462,, 116 aa, 116 aa ,,,100.00%,116 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0455c,Mb0463c,, 148 aa, 148 aa ,,,100.00%,148 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0456c,Mb0464c,echA2, 304 aa, 304 aa ,,,100.00%,304 aa overlap,,,enoyl-coa hydratase echa2 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv0456A,Mb0465c,mazf1, 93 aa, 93 aa ,,,100.00%,93 aa overlap,,,possible toxin mazf1,"virulence, detoxification,adaptation"
Rv0458,Mb0467,, 507 aa, 507 aa ,,,100.00%,507 aa overlap,,,probable aldehyde dehydrogenase,intermediate metabolism and respiration
Rv0459,Mb0468,, 163 aa, 163 aa ,,,100.00%,163 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv0460,Mb0469,, 79 aa, 79 aa ,,,100.00%,79 aa overlap,,,conserved hydrophobic protein,Conserved hypothetical protein
Rv0461,Mb0470,, 174 aa, 174 aa ,,,100.00%,174 aa overlap,,,probable transmembrane protein,cell wall and cell processes
Rv0462,Mb0471,lpd, 464 aa, 464 aa ,,,100.00%,464 aa overlap,,,dihydrolipoamide dehydrogenase lpdc lipoamide reductase nadh lipoyl dehydrogenase dihydrolipoyl dehydrogenase diaphorase,intermediate metabolism and respiration
Rv0463,Mb0472,, 97 aa, 97 aa ,,,100.00%,97 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv0464c,Mb0473c,, 190 aa, 190 aa ,,,100.00%,190 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0466,Mb0475,, 264 aa, 264 aa ,,,100.00%,264 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv0467,Mb0476,icl, 428 aa, 428 aa ,,,100.00%,428 aa overlap,,,isocitrate lyase icl isocitrase isocitratase,intermediate metabolism and respiration
Rv0468,Mb0477,fadB2, 286 aa, 286 aa ,,,100.00%,286 aa overlap,,,3-hydroxybutyryl-coa dehydrogenase fadb2 beta-hydroxybutyryl-coa dehydrogenase bhbd,lipid metabolism
Rv0469,Mb0478,umaA1, 286 aa, 286 aa ,,,100.00%,286 aa overlap,,,possible mycolic acid synthase umaa,lipid metabolism
Rv0470c,Mb0479c,pcaA, 287 aa, 287 aa ,,,100.00%,287 aa overlap,,,mycolic acid synthase pcaa cyclopropane synthase,lipid metabolism
Rv0470A,Mb0480c,, 146 aa, 146 aa ,,,100.00%,146 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0471c,Mb0481c,, 162 aa, 162 aa ,,,100.00%,162 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0472c,Mb0482c,, 234 aa, 234 aa ,,,100.00%,234 aa overlap,,,probable transcriptional regulatory protein possibly tetr-family,regulatory proteins
Rv0473,Mb0483,, 456 aa, 456 aa ,,,100.00%,456 aa overlap,,,possible conserved transmembrane protein,cell wall and cell processes
Rv0474,Mb0484,, 140 aa, 140 aa ,,,100.00%,140 aa overlap,,,probable transcriptional regulatory protein,regulatory proteins
Rv0475,Mb0485,hbhA, 199 aa, 199 aa ,,,100.00%,199 aa overlap,,,iron-regulated heparin binding hemagglutinin hbha adhesin,cell wall and cell processes
Rv0476,Mb0486,, 87 aa, 87 aa ,,,100.00%,87 aa overlap,,,possible conserved transmembrane protein,cell wall and cell processes
Rv0477,Mb0487,, 148 aa, 148 aa ,,,100.00%,148 aa overlap,,,possible conserved secreted protein,cell wall and cell processes
Rv0478,Mb0488,deoC, 224 aa, 224 aa ,,,100.00%,224 aa overlap,,,probable deoxyribose-phosphate aldolase deoc phosphodeoxyriboaldolase deoxyriboaldolase,intermediate metabolism and respiration
Rv0479c,Mb0489c,, 348 aa, 348 aa ,,,100.00%,348 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv0481c,Mb0491c,, 174 aa, 174 aa ,,,100.00%,174 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv0482,Mb0492,murB, 369 aa, 369 aa ,,,100.00%,369 aa overlap,,,probable udp-n-acetylenolpyruvoylglucosamine reductase murb udp-n-acetylmuramate dehydrogenase,cell wall and cell processes
