Mbovis	Mtb	gene	func_cat	i/v	alteration	ess_bovis	ess_mtb
Mb0329	Rv0321	dcd	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0330	Rv0322	udgA	intermediate metabolism and respiration	Identical		NE	NE
Mb0331c	Rv0323c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0332	Rv0324	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0333	Rv0325	-	conserved hypotheticals 	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	NE	NE
Mb0334c	Rv0327c	cyp135A1	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0335	Rv0328	-	regulatory proteins	Identical		NE	NE
Mb0336c	Rv0329c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0337c	Rv0330c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0338	Rv0331	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0339	Rv0332	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0340	Rv0333	-	Conserved hypothetical protein	Identical		ES	NE
Mb0341	Rv0334	rmlA	intermediate metabolism and respiration	Identical		GD	ES
Mb0342c	Rv0335c	PE6	PE/PPE	Identical		NE	NE
Mb0343	Rv0336	-	insertion seqs and phages	Identical		NE	GA
Mb0344c	Rv0337c	aspC	intermediate metabolism and respiration	Identical		ES	ES
Mb0345c	Rv0338c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb0346c	Rv0339c	-	regulatory proteins	Identical		NE	NE
Mb0347	Rv0340	-	Conserved hypothetical protein	Identical		NE	NE
Mb0348	Rv0341	iniB	cell wall and cell processes	Identical		NE	NE
Mb0349	Rv0342	iniA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0350	Rv0343	iniC	cell wall and cell processes	Identical		NE	NE
Mb0351c	Rv0344c	lpqJ	cell wall and cell processes	Identical		NE	NE
Mb0353	Rv0345	-	conserved hypotheticals	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb0354c	Rv0346c	ansP2	cell wall and cell processes	Identical		ES	NE
Mb0355	Rv0347	-	cell wall and cell processes	Identical		ES	GD
Mb0356	Rv0348	-	regulatory proteins	Identical		NE	NE
Mb0357	Rv0349	-	Conserved hypothetical protein	Identical		ES	NE
Mb0358	Rv0350	dnaK	virulence, detoxification,adaptation	Identical		ES	ES
Mb0359	Rv0351	grpE	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	GA	ES
Mb0360	Rv0352	dnaJ1	virulence, detoxification,adaptation	Identical		GA	NE
Mb0361	Rv0353	hspR	virulence, detoxification,adaptation	Identical		GA	NE
Mb0362c	Rv0354c	PPE8	PE/PPE	Variable	Base insertion(s) leading to gene fusion event in M. bovis	NE	GA
Mb0363c	Rv0356c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0364c	Rv0357c	purA	intermediate metabolism and respiration	Identical		NE	ES
Mb0365	Rv0358	-	Conserved hypothetical protein	Identical		NE	GD
Mb0366	Rv0359	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	GA
Mb0367c	Rv0360c	-	Conserved hypothetical protein	Identical		NE	GA
Mb0368	Rv0361	-	cell wall and cell processes	Identical		NE	GA
Mb0369	Rv0362	mgtE	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	GA
Mb0370c	Rv0363c	fba	intermediate metabolism and respiration	Identical		NE	GD
Mb0371	Rv0364	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	ES
Mb0372c	Rv0365c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0373c	Rv0366c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0374c	Rv0367c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0375c	Rv0368c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0376c	Rv0369c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0377c	Rv0370c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0378c	Rv0371c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0379c	Rv0372c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0380c	Rv0373c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0381c	Rv0374c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0382c	Rv0375c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0383c	Rv0376c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0384	Rv0377	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0385	Rv0378	-	Conserved hypothetical protein	Identical		NE	NE
Mb0386	Rv0379	secE2	cell wall and cell processes	Identical		NE	NE
Mb0387c	Rv0380c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0388c	Rv0381c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0389c	Rv0382c	pyrE	intermediate metabolism and respiration	Identical		ES	ES
Mb0390c	Rv0383c	-	cell wall and cell processes	Identical		ES	GD
Mb0391c	Rv0384c	clpB	virulence, detoxification,adaptation	Identical		NE	GD
Mb0392	Rv0385	-	intermediate metabolism and respiration	Identical		NE	GA
Mb0393	Rv0386	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0394c	Rv0388c	PPE9	PE/PPE	Variable	Base insertion(s) leading to gene fusion event in M. bovis	NE	0
Mb0395	Rv0389	purT	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0396	Rv0390	-	Conserved hypothetical protein	Identical		NE	NE
Mb0397	Rv0391	metZ	intermediate metabolism and respiration	Identical		NE	NE
Mb0398c	Rv0392c	ndhA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0399	Rv0393	-	insertion seqs and phages	Identical		NE	NE
Mb0400c	Rv0394c	-	cell wall and cell processes	Identical		NE	NE
Mb0401	Rv0395	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb0402	Rv0396	-	Conserved hypothetical protein	Identical		NE	NE
Mb0403	Rv0397	-	insertion seqs and phages	Identical		NE	NE
Mb0403A	Rv0397A	len: 82 aa. Equivalent to Rv0397A len: 82 aa	Conserved hypothetical protein	Identical		NE	NE
Mb0404c	Rv0398c	-	cell wall and cell processes	Identical		NE	NE
Mb0405c	Rv0399c	lpqK	cell wall and cell processes	Identical		NE	NE
Mb0406c	Rv0400c	fadE7	lipid metabolism	Identical		NE	NE
Mb0407	Rv0401	-	cell wall and cell processes	Identical		NE	NE
Mb0408c	Rv0402c	mmpL1b	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb0409c	Rv0402c	mmpL1a	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb0410c	Rv0403c	mmpS1	cell wall and cell processes	Identical		NE	NE
Mb0411	Rv0404	fadD30	lipid metabolism	Variable	Non-syn SNP(s)	GD	NE
Mb0412	Rv0405	pks6a	lipid metabolism	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb0413	Rv0405	pks6b	lipid metabolism	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb0414c	Rv0406c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0415	Rv0407	fgd1	intermediate metabolism and respiration	Identical		NE	NE
Mb0416	Rv0408	pta	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0417	Rv0409	ackA	intermediate metabolism and respiration	Identical		NE	NE
Mb0418c	Rv0410c	pknG	regulatory proteins	Identical		NE	NE
Mb0419c	Rv0411c	glnH	cell wall and cell processes	Identical		NE	NE
Mb0420c	Rv0412c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0421	Rv0413	mutT3	information pathways	Identical		GD	NE
Mb0422c	Rv0414c	thiE	intermediate metabolism and respiration	Identical		ES	ES
Mb0423	Rv0415	thiO	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb0424	Rv0416	thiS	intermediate metabolism and respiration	Identical		ES	ES
Mb0425	Rv0417	thiG	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb0426	Rv0418	lpqL	cell wall and cell processes	Identical		NE	NE
Mb0427	Rv0419	lpqM	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0428c	Rv0420c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0429c	Rv0421c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0430c	Rv0422c	thiD	intermediate metabolism and respiration	Identical		ES	GD
Mb0431c	Rv0423c	thiC	intermediate metabolism and respiration	Identical		NE	ES
Mb0432c	Rv0424c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0433c	Rv0425c	ctpH	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0434c	Rv0426c	-	cell wall and cell processes	Identical		NE	NE
Mb0435c	Rv0427c	xthA	information pathways	Identical		NE	NE
Mb0436c	Rv0428c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb0437c	Rv0429c	def	information pathways	Variable	Non-syn SNP(s)	NE	ES
Mb0438	Rv0430	-	Conserved hypothetical protein	Identical		NE	NE
Mb0439	Rv0431	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0440	Rv0432	sodC	virulence, detoxification,adaptation	Identical		NE	NE
Mb0441	Rv0433	-	Conserved hypothetical protein	Identical		NE	NE
Mb0442	Rv0434	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0443c	Rv0435c	-	cell wall and cell processes	Identical		NE	NE
Mb0444c	Rv0436c	pssA	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb0445c	Rv0437c	psd	lipid metabolism	Identical		NE	NE
Mb0446c	Rv0438c	moeA2	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0447c	Rv0439c	-	intermediate metabolism and respiration	Identical		ES	NE
Mb0448	Rv0440	groEL2	virulence, detoxification,adaptation	Identical		NE	ES
Mb0449c	Rv0441c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0450c	Rv0442c	PPE10	PE/PPE	Variable	Truncated protein in M. bovis	NE	NE
Mb0451	Rv0443	-	Conserved hypothetical protein	Identical		NE	NE
Mb0452c	Rv0444c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0453c	Rv0445c	sigK	information pathways	Identical		NE	NE
Mb0454c	Rv0446c	-	cell wall and cell processes	Identical		NE	NE
Mb0455c	Rv0447c	ufaA1	lipid metabolism	Identical		NE	NE
Mb0456c	Rv0448c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0457c	Rv0449c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0458c	Rv0450c	mmpL4	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0459c	Rv0451c	mmpS4	cell wall and cell processes	Identical		NE	NE
Mb0460	Rv0452	-	regulatory proteins	Identical		NE	NE
Mb0461	Rv0453	PPE11	PE/PPE	Identical		NE	NE
Mb0462	Rv0454	-	Conserved hypothetical protein	Identical		NE	0
Mb0463c	Rv0455c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0464c	Rv0456c	echA2	lipid metabolism	Identical		NE	NE
Mb0465c	Rv0456A	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0466A	Rv0456B	len: 41 aa. Equivalent to Rv0456B len: 57 aa	virulence, detoxification,adaptation	Variable	Truncated protein in M. bovis	NE	NE
Mb0466c	Rv0457c	-	intermediary metabolism and respiration	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb0467	Rv0458	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0468	Rv0459	-	Conserved hypothetical protein	Identical		NE	NE
Mb0469	Rv0460	-	Conserved hypothetical protein	Identical		NE	NE
Mb0470	Rv0461	-	cell wall and cell processes	Identical		NE	NE
Mb0471	Rv0462	lpd	intermediate metabolism and respiration	Identical		NE	NE
Mb0472	Rv0463	-	cell wall and cell processes	Identical		NE	NE
Mb0473c	Rv0464c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0474c	Rv0465c	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0475	Rv0466	-	Conserved hypothetical protein	Identical		NE	NE
Mb0476	Rv0467	icl	intermediate metabolism and respiration	Identical		NE	GD
Mb0477	Rv0468	fadB2	lipid metabolism	Identical		NE	NE
Mb0478	Rv0469	umaA1	lipid metabolism	Identical		NE	NE
Mb0479c	Rv0470c	pcaA	lipid metabolism	Identical		NE	NE
Mb0480c	Rv0470A	-	Conserved hypothetical protein	Identical		NE	GA
Mb0481c	Rv0471c	-	Conserved hypothetical protein	Identical		NE	GA
Mb0482c	Rv0472c	-	regulatory proteins	Identical		NE	GA
Mb0483	Rv0473	-	cell wall and cell processes	Identical		NE	GA
Mb0484	Rv0474	-	regulatory proteins	Identical		NE	GA
Mb0485	Rv0475	hbhA	cell wall and cell processes	Identical		NE	GA
Mb0486	Rv0476	-	cell wall and cell processes	Identical		NE	GA
Mb0487	Rv0477	-	cell wall and cell processes	Identical		NE	GA
Mb0488	Rv0478	deoC	intermediate metabolism and respiration	Identical		ES	GA
Mb0489c	Rv0479c	-	cell wall and cell processes	Identical		NE	ES
Mb0490c	Rv0480c	-	conserved hypotheticals	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb0491c	Rv0481c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0492	Rv0482	murB	cell wall and cell processes	Identical		GA	ES
Mb0493	Rv0483	lprQ	cell wall and cell processes	Identical		GA	GA
Mb0494c	Rv0484c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	GA	GA
Mb0495	Rv0485	-	regulatory proteins	Identical		ES	NE
Mb0496	Rv0486	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0497	Rv0487	-	Conserved hypothetical protein	Identical		NE	NE
Mb0498	Rv0488	-	cell wall and cell processes	Identical		NE	NE
Mb0499	Rv0489	gpm1	intermediate metabolism and respiration	Identical		NE	NE
Mb0500	Rv0490	senX3	regulatory proteins	Identical		NE	NE
Mb0501	Rv0491	regX3	regulatory proteins	Identical		NE	NE
Mb0502c	Rv0492c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0503c	Rv0492A	-	Conserved hypothetical protein	Identical		NE	NE
Mb0504c	Rv0493c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0505	Rv0494	-	regulatory proteins	Identical		NE	NE
Mb0506c	Rv0495c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0507	Rv0496	-	Conserved hypothetical protein	Identical		NE	NE
Mb0508	Rv0497	-	cell wall and cell processes	Identical		NE	NE
Mb0509	Rv0498	-	Conserved hypothetical protein	Identical		NE	NE
Mb0510	Rv0499	-	Conserved hypothetical protein	Identical		ES	NE
Mb0511	Rv0500	proC	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb0512	Rv0500A	-	Conserved hypothetical protein	Identical		NE	NE
Mb0512A	Rv0500B	len: 33 aa. Equivalent to Rv0500B len: 33 aa	Conserved hypothetical protein	Identical		NE	0
Mb0513	Rv0501	galE2	intermediate metabolism and respiration	Identical		NE	NE
Mb0514	Rv0502	-	Conserved hypothetical protein	Identical		NE	NE
Mb0515c	Rv0503c	cmaA2	lipid metabolism	Identical		NE	GA
Mb0516c	Rv0504c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0517c	Rv0505c	serB1	intermediate metabolism and respiration	Identical		NE	NE
Mb0518	Rv0506	mmpS2	cell wall and cell processes	Identical		NE	NE
Mb0519	Rv0507	mmpL2	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0520	Rv0508	-	Conserved hypothetical protein	Identical		ES	NE
Mb0521	Rv0509	hemA	intermediate metabolism and respiration	Identical		ES	ES
Mb0523	Rv0510	hemC	intermediate metabolism and respiration	Identical		ES	ES
Mb0524	Rv0511	hemD	intermediate metabolism and respiration	Identical		ES	GD
Mb0525	Rv0512	hemB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb0526	Rv0513	-	cell wall and cell processes	Identical		NE	GA
Mb0527	Rv0514	-	cell wall and cell processes	Identical		NE	GA
Mb0528	Rv0515	-	insertion seqs and phages	Identical		NE	GA
Mb0529c	Rv0516c	-	information pathways	Identical		NE	GA
Mb0530	Rv0517	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GA
Mb0531	Rv0518	-	cell wall and cell processes	Identical		NE	GA
Mb0532c	Rv0519c	-	cell wall and cell processes	Identical		NE	GA
Mb0533	Rv0520	-	intermediate metabolism and respiration	Identical		NE	0
Mb0534	Rv0521	-	intermediate metabolism and respiration	Identical		NE	0
Mb0535	Rv0522	gabP	cell wall and cell processes	Identical		NE	NE
Mb0536c	Rv0523c	-	Conserved hypothetical protein	Identical		ES	NE
Mb0537	Rv0524	hemL	intermediate metabolism and respiration	Identical		ES	ES
Mb0538	Rv0525	-	Conserved hypothetical protein	Identical		ES	ES
Mb0539	Rv0526	-	intermediate metabolism and respiration	Identical		ES	ES
Mb0540	Rv0527	ccdA	intermediate metabolism and respiration	Identical		ES	ES
Mb0541	Rv0528	-	cell wall and cell processes	Identical		ES	ES
Mb0542	Rv0529	ccsA	intermediate metabolism and respiration	Identical		NE	ES
Mb0543	Rv0530	-	Conserved hypothetical protein	Identical		NE	NE
Mb0543A	Rv0530A	len: 53 aa. Equivalent to Rv0530A len: 53 aa	Conserved hypothetical protein	Identical		NE	NE
Mb0544	Rv0531	-	cell wall and cell processes	Identical		NE	NE
Mb0545	Rv0532	PE_PGRS6a	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb0546	Rv0532	PE_PGRS6b	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb0547c	Rv0533c	fabH	lipid metabolism	Identical		NE	NE
Mb0548c	Rv0534c	menA	intermediate metabolism and respiration	Identical		NE	ES
Mb0549	Rv0535	pnp	intermediate metabolism and respiration	Identical		NE	NE
Mb0550	Rv0536	galE3	intermediate metabolism and respiration	Identical		NE	NE
Mb0551c	Rv0537c	-	cell wall and cell processes	Identical		NE	NE
Mb0552	Rv0538	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0553	Rv0539	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0554	Rv0540	-	Conserved hypothetical protein	Identical		NE	NE
Mb0555c	Rv0541c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	NE
Mb0556c	Rv0542c	menE	intermediate metabolism and respiration	Identical		ES	ES
Mb0557c	Rv0543c	-	Conserved hypothetical protein	Identical		NE	ES
Mb0558c	Rv0544c	-	cell wall and cell processes	Identical		NE	NE
Mb0559c	Rv0545c	pitA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0560c	Rv0546c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0561c	Rv0547c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0562c	Rv0548c	menB	intermediate metabolism and respiration	Identical		NE	ES
Mb0563c	Rv0549c	-	conserved hypotheticals	Variable	Frameshift in M. bovis	NE	NE
Mb0564c	Rv0549c	-	conserved hypotheticals	Variable	Frameshift in M. bovis	NE	NE
Mb0565c	Rv0550c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0566c	Rv0551c	fadD8	lipid metabolism	Identical		NE	NE
Mb0567	Rv0552	-	Conserved hypothetical protein	Identical		NE	NE
Mb0568	Rv0553	menC	intermediate metabolism and respiration	Identical		NE	ES
Mb0569	Rv0554	bpoC	virulence, detoxification,adaptation	Identical		ES	NE
Mb0570	Rv0555	menD	intermediate metabolism and respiration	Identical		ES	ES
Mb0571	Rv0556	-	cell wall and cell processes	Variable	Non-syn SNP(s)	GD	ES
Mb0572	Rv0557	pimB	lipid metabolism	Identical		ES	NE
Mb0573	Rv0558	menH	intermediate metabolism and respiration	Identical		GA	ES
Mb0574c	Rv0559c	-	cell wall and cell processes	Identical		GD	NE
Mb0575c	Rv0560c	-	intermediate metabolism and respiration	Identical		GD	NE
Mb0576c	Rv0561c	-	intermediate metabolism and respiration	Identical		ES	NE
Mb0577	Rv0562	grcC1	intermediate metabolism and respiration	Identical		NE	ES
Mb0578	Rv0563	htpX	virulence, detoxification,adaptation	Identical		NE	NE
Mb0579c	Rv0564c	gpdA1	lipid metabolism	Identical		NE	NE
Mb0580c	Rv0565c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0581c	Rv0566c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0582	Rv0567	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb0583	Rv0568	cyp135B1	intermediate metabolism and respiration	Identical		NE	NE
Mb0584	Rv0569	-	Conserved hypothetical protein	Identical		NE	NE
Mb0585	Rv0570	nrdZ	information pathways	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb0586c	Rv0571c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0587c	Rv0572c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb0588c	Rv0573c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb0589c	Rv0574c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb0590c	Rv0575c	-	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb0591	Rv0576	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0592	Rv0577	TB27.3	virulence, detoxification,adaptation	Identical		NE	NE
Mb0593c	Rv0578c	PE_PGRS7	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb0594	Rv0579	-	Conserved hypothetical protein	Identical		NE	NE
Mb0595c	Rv0580c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0596	Rv0581	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0597	Rv0582	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0598c	Rv0583c	lpqN	cell wall and cell processes	Identical		NE	NE
Mb0599	Rv0584	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0600c	Rv0585c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0601	Rv0586	-	regulatory proteins	Identical		NE	NE
Mb0602	Rv0587	yrbE2A	virulence, detoxification,adaptation	Identical		NE	NE
Mb0603	Rv0588	yrbE2B	virulence, detoxification,adaptation	Identical		NE	NE
Mb0604	Rv0589	mce2A	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb0605	Rv0590	mce2B	virulence, detoxification, adaptation	Variable	Base insertion(s) leading to gene fusion event in M. bovis	NE	0
Mb0606	Rv0591	mce2C	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb0607	Rv0592	mce2Da	virulence, detoxification, adaptation	Variable	Frameshift in M. bovis	NE	NE
Mb0608		mce2Db				NE	0
Mb0609	Rv0593	lprL	cell wall and cell processes	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb0610	Rv0594	mce2F	virulence, detoxification,adaptation	Identical		NE	NE
Mb0611c	Rv0595c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0612c	Rv0596c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0613c	Rv0597c	-	Conserved hypothetical protein	Identical		NE	NE
Mb0614c	Rv0598c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0615c	Rv0599c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb0616c	Rv0600c	-	regulatory proteins	Identical		NE	NE
Mb0617c	Rv0601c	-	regulatory proteins	Identical		NE	NE
Mb0618c	Rv0602c	tcrA	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb0619	Rv0603	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0620	Rv0604	lpqO	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb0621	Rv0605	-	insertion seqs and phages	Identical		NE	NE
Mb0622	Rv0606	-	insertion seqs and phages	Identical		NE	0
