"Name","Type","Product","Start","End","Gene Length","No.Insertion sites","Insertion Index","Av. Coverage","No.Insertion sites DP>5","Insertion Index DP>5","Av. Coverage DP>5","Pos. IS","No.reads per IS","Total no. IS"
"MB0094","CDS","probable bifunctional mta/sah nucleosidase mtn: 5%27-methylthioadenosine nucleosidase %28methylthioadenosine methylthioribohydrolase%29 %2B s-adenosylhomocysteine nucleosidase %28s-adenosyl-l-homocysteine homocysteinylribohydrolase%29",99719,100486,768,15,0.01953125,10,9,0.01171875,18,"99651;99769;99859;99885;99977;100095;100097;100098;100125;100213;100216;100243;100378;100424;100436","1,1,2,4,171,33,1,2,10,55,10,8,18,12,28",356
"MB0095","CDS","cation transporter p-type atpase a ctpa",100618,102903,2286,30,0.0131233595800525,4.5,15,0.00656167979002625,14,"100542;100548;100554;100666;100724;100842;100902;101042;101085;101113;101117;101132;101165;101231;101283;101328;101446;101634;101752;101887;102150;102268;102304;102375;102422;102493;102531;102568;102649;102720","3,14,3,5,1,6,1,101,1,12,14,1,3,69,1,36,36,26,4,3,2,13,1,12,6,2,15,2,11,1",405
"MB0096c","CDS","PROBABLE CONSERVED MEMBRANE PROTEIN",102850,103698,849,8,0.0094228504122497,2.5,2,0.00235571260306243,20.5,"102960;102971;103078;103089;103133;103442;103549;103667","1,4,1,4,1,1,24,17",53
"MB0097c","CDS","13E12 repeat family protein",103745,104464,720,17,0.0236111111111111,12,13,0.0180555555555556,17,"103667;103876;103953;103969;103994;104011;104032;104071;104076;104087;104129;104150;104194;104343;104391;104410;104461","17,4,25,6,1,12,10,20,61,2,12,23,9,31,2,14,38",287
"MB0098c","CDS","CONSERVED HYPOTHETICAL PROTEIN",104469,105251,783,22,0.0280970625798212,15.5,17,0.0217113665389527,19,"104391;104410;104461;104481;104509;104528;104599;104648;104692;104749;104867;105016;105108;105118;105178;105179;105208;105226;105236;105239;105249;105251","2,14,38,36,1,37,35,28,6,18,19,3,9,1,2,17,5,55,7,12,140,55",540
"MB0099","CDS","ppe family protein ppe1",105360,106751,1392,44,0.0316091954022989,6.5,26,0.0186781609195402,17,"105249;105251;105297;105326;105336;105346;105357;105367;105369;105427;105448;105454;105464;105545;105566;105624;105652;105770;105783;105812;105828;105901;105909;105946;105958;105971;106020;106025;106055;106076;106079;106143;106192;106243;106275;106361;106393;106403;106573;106587;106662;106705;106725;106727","140,55,9,4,12,2,6,70,67,12,70,18,6,12,11,1,4,3,4,1,26,4,1,24,45,2,6,1,1,1,1,1,1,16,7,31,52,9,3,97,1033,10,5,1",1885
"MB0100","CDS","POSSIBLE OXIDOREDUCTASE",106770,107639,870,32,0.0367816091954023,10.5,22,0.0252873563218391,20,"106662;106705;106725;106727;106780;106843;106845;106861;106943;106944;106951;106953;106958;106959;106979;107026;107062;107071;107077;107144;107164;107165;107198;107248;107283;107316;107366;107372;107376;107490;107494;107637","1033,10,5,1,85,30,1,3,1,14,8,2,1,23,5,13,7,4,36,3,115,11,21,35,1,16,4,60,19,288,7,45",1907
"MB0101","CDS","probable fatty acyl coa thioesterase type iii fcot",107636,108187,552,10,0.0181159420289855,2,4,0.0072463768115942,21,"107637;107655;107715;107734;107755;107833;107979;108049;108167;108187","45,2,10,1,32,5,2,2,1,2",102
"MB0102","CDS","POSSIBLE FATTY-ACID-COA LIGASE FADD10 %28FATTY-ACID-COA SYNTHETASE%29 %28FATTY-ACID-COA SYNTHASE%29",108192,109814,1623,21,0.0129390018484288,5,11,0.00677757239679606,12,"108167;108187;108192;108217;108276;108394;108431;108730;108770;108774;108888;108952;109062;109070;109135;109136;109212;109253;109323;109330;109742","1,2,3,101,34,57,1,1,107,2,68,12,10,6,7,3,1,5,1,1,10",433
"MB0103","CDS","pp-binding family protein Rv0100",109819,110055,237,9,0.0379746835443038,8,6,0.0253164556962025,44,"109742;109836;109860;109937;109938;109954;109960;109996;110055","10,4,153,86,5,3,2,8,78",349
"MB0104","CDS","PROBABLE PEPTIDE SYNTHETASE NRP %28PEPTIDE SYNTHASE%29",110037,117575,7539,74,0.00981562541451121,4,35,0.00464252553389044,16,"109937;109938;109954;109960;109996;110055;110114;110141;110187;110235;110260;110353;110462;110493;110494;110612;111008;111186;111448;111566;111616;111787;112093;112211;112362;112433;112842;112953;112960;112964;113382;113437;113491;113500;113555;113609;113618;113969;114246;114364;114550;114625;114743;114832;114950;114998;115116;115217;115225;115335;115343;115381;115499;115601;115736;115737;115854;115972;116018;116136;116240;116358;116628;116687;116771;117088;117133;117206;117251;117285;117437;117438;117542;117555","86,5,3,2,8,78,1,2,1,5,1,3,3,1,51,95,1,4,82,230,1,3,3,10,2,6,1,1,2,1,2,43,5,18,10,97,6,1,12,2,2,9,2,9,1,1,57,10,194,12,21,160,26,1,3,1,4,6,3,4,16,13,3,1,4,1,32,23,1,1,13,5,4,25",1556
"MB0105","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN",117750,119735,1986,0,0,0,0,0,0,"0","0",0
"MB0106c","CDS","PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB",119951,122209,2259,32,0.0141655599822931,12,22,0.00973882248782647,17.5,"120176;120294;120494;120711;120812;120829;120930;120940;121211;121317;121362;121420;121422;121435;121468;121480;121538;121686;121690;121776;121777;121804;121808;121894;121965;122024;122083;122113;122131;122140;122142;122163","10,9,1,55,9,2,13,6,1,18,2,17,1,1,2,152,18,19,17,63,1,16,2,31,1,73,9,51,21,12,42,12",687
"MB0107","CDS","cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases",122353,123867,1515,41,0.0270627062706271,13,23,0.0151815181518152,20,"122249;122258;122281;122308;122364;122414;122426;122462;122482;122486;122515;122516;122528;122529;122532;122563;122575;122580;122604;122616;122634;122647;122681;122693;122754;122756;122872;122874;122912;122932;123030;123050;123087;123384;123413;123531;123532;123560;123816;123826;123830","26,14,25,2,17,8,1,20,14,23,2,43,1,173,13,61,2,24,15,1,116,96,8,1,1,18,46,14,1,24,1,13,3,1,2,3,1,2,1,15,1",853
"MB0108c","CDS","50s ribosomal protein l28-1 rpmb1",124016,124300,285,9,0.0315789473684211,5,6,0.0210526315789474,7,"123934;123944;123948;124065;124069;124088;124089;124187;124206","3,12,5,1,6,5,2,8,13",55
"MB0109","CDS","Metal chaperone%2C involved in Zn homeostasis",124410,125606,1197,12,0.0100250626566416,9,9,0.0075187969924812,11,"124523;124641;124706;124824;125257;125297;125375;125415;125512;125540;125579;125586","14,11,17,11,6,7,2,7,14,1,3,112",205
"MB0111c","CDS","PROBABLE CATION-TRANSPORTER ATPASE I CTPI",125701,130578,4878,50,0.010250102501025,8.5,37,0.00758507585075851,16,"125586;125630;125704;125743;125861;126019;126137;126750;126868;126884;127002;127078;127313;127431;127770;127994;128030;128112;128148;128174;128204;128226;128344;128618;128698;128736;128741;128816;128825;128859;128943;129242;129360;129417;129535;129747;129748;129809;129828;129866;129927;129940;129995;130008;130028;130058;130113;130146;130508;130537","112,18,16,7,19,5,11,8,18,108,51,1,36,100,5,2,20,25,36,1,1,6,9,10,4,6,10,3,3,5,3,72,20,6,19,56,1,15,26,1,28,2,30,1,1,8,5,8,14,6",978
"MB0112c","CDS","HYPOTHETICAL PROTEIN",130932,131141,210,6,0.0285714285714286,3,2,0.00952380952380952,7,"130850;130958;130968;131061;131070;131076","1,4,2,9,1,5",22
"MB0113","CDS","pe-pgrs family protein pe_pgrs1",131420,132910,1491,15,0.0100603621730382,9,9,0.00603621730382294,22,"131381;131475;131487;131562;131605;131662;131680;131780;131851;132451;132560;132760;132761;132878;132897","5,1,46,2,9,121,1,22,17,1,9,48,1,84,4",371
"MB0114","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN",133058,133807,750,23,0.0306666666666667,13,15,0.02,31,"133015;133042;133058;133059;133062;133170;133176;133180;133239;133296;133331;133332;133333;133357;133414;133450;133470;133525;133551;133643;133669;133755;133790","18,4,123,31,18,3,52,165,7,2,2,89,5,6,13,75,1,1,43,1,43,16,4",722
"MB0115","CDS","POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE",133988,136045,2058,50,0.0242954324586978,4,24,0.0116618075801749,54.5,"133873;133908;133939;133978;134039;134057;134096;134157;134281;134315;134322;134388;134391;134399;134440;134471;134506;134509;134546;134577;134695;134908;134922;134957;134966;135026;135031;135040;135084;135324;135325;135385;135399;135401;135405;135442;135517;135526;135557;135582;135597;135598;135599;135644;135675;135700;135716;135755;135864;136011","6,11,137,4,14,21,4,17,4,4,1,38,2,239,3,3,24,2,1,1,1,1,1,6,64,1,1,2,70,260,2,1,170,3,2,349,232,9,137,37,1,78,3,3,78,45,101,1,2,9",2206
"MB0116","CDS","POSSIBLE GDP-MANNOSE 4%2C6-DEHYDRATASE GCA %28GDP-D-MANNOSE DEHYDRATASE%29",136327,137283,957,21,0.0219435736677116,9,13,0.0135841170323929,23,"136292;136297;136301;136410;136415;136419;136633;136676;136763;136806;136828;136843;136891;136913;136946;136961;137009;137031;137045;137163;137191","42,28,10,1,230,5,1,1,4,1,1,5,23,11,4,27,114,28,9,10,3",558
"MB0117","CDS","probable sedoheptulose-7-phosphate isomerase gmha %28phosphoheptose isomerase%29",137357,137947,591,9,0.0152284263959391,5,5,0.00846023688663283,11,"137509;137523;137599;137603;137626;137717;137721;137744;137944","106,3,1,5,7,2,33,11,1",169
"MB0118","CDS","possible d-alpha%2Cbeta-d-heptose-1%2C7-biphosphate phosphatase gmhb %28d-glycero-d-manno-heptose 7-phosphate kinase%29",137979,138551,573,11,0.0191972076788831,13,6,0.0104712041884817,111,"137944;138022;138092;138137;138210;138255;138433;138456;138504;138533;138551","1,4,67,27,431,155,198,3,3,13,3",905
"MB0119","CDS","possible d-alpha-d-heptose-7-phosphate kinase hdda",138702,139619,918,19,0.0206971677559913,6,11,0.0119825708061002,9,"138622;138651;138668;138670;138676;138720;138786;138838;138922;138968;138998;139042;139116;139160;139279;139308;139397;139552;139579","1,21,86,7,11,9,1,6,1,10,3,4,1,5,9,3,22,8,1",209
"MB0120c","CDS","probable l%2Cd-transpeptidase ldta",140307,141062,756,16,0.0211640211640212,4.5,8,0.0105820105820106,35.5,"140291;140330;140355;140409;140412;140448;140464;140491;140645;140794;140872;140923;140927;140990;141041;141045","4,130,3,1,2,70,72,32,9,3,5,4,4,39,4,8",390
"MB0121","CDS","OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS",141240,142184,945,14,0.0148148148148148,4,6,0.00634920634920635,62.5,"141199;141294;141317;141320;141412;141438;141520;141619;141737;141760;141951;141995;142069;142113","3,19,2,4,10,4,1,74,86,2,4,72,2,53",336
"MB0122c","CDS","PROBABLE OXALYL-COA DECARBOXYLASE OXCA",142168,143916,1749,13,0.00743281875357347,5,8,0.00457404230989137,28,"142069;142113;142324;142335;142442;142497;142614;142763;143418;143433;143551;143761;143870","2,53,33,10,71,5,1,2,1,3,5,41,23",250
"MB0123","CDS","PROBABLE FATTY-ACID-COA LIGASE FADD7 %28FATTY-ACID-COA SYNTHETASE%29 %28FATTY-ACID-COA SYNTHASE%29",144089,145666,1578,4,0.00253485424588086,18,4,0.00253485424588086,18,"143988;145296;145548;145666","45,9,21,15",90
"MB0124c","CDS","PROBABLE ELONGATION FACTOR G FUSA2B %5BSECOND PART%5D %28EF-G%29",145667,147460,1794,11,0.00613154960981048,7,7,0.00390189520624303,16,"145666;146609;146727;146834;146856;147115;147226;147233;147287;147295;147344","15,7,16,5,1,3,839,3,19,1,128",1037
"MB0125c","CDS","PROBABLE ELONGATION FACTOR G FUSA2A %5BFIRST PART%5D %28EF-G%29",147457,147810,354,4,0.0112994350282486,7.5,4,0.0112994350282486,7.5,"147344;147750;147802;147805","128,7,8,7",150
"MB0126c","CDS","Pyridoxamine 5-phosphate oxidase",147946,148380,435,11,0.0252873563218391,14,10,0.0229885057471264,14.5,"147868;147920;147923;148017;148117;148135;148166;148231;148235;148275;148284","10,238,4,33,36,15,10,14,14,31,5",410
"MB0127","CDS","HYPOTHETICAL PROTEIN",148529,148897,369,2,0.00542005420054201,5,1,0.002710027100271,9,"148508;148789","9,1",10
"MB0128","CDS","unknown protein",148894,149262,369,1,0.002710027100271,1,0,0,0,"148789","1",1
"MB0129","CDS","pe-pgrs family protein pe_pgrs2",149571,151187,1617,9,0.00556586270871985,2,4,0.00247371675943105,14,"149471;149589;149638;149713;149831;149860;150767;150769;151138","2,18,1,2,1,1,8,10,43",86
"MB0130","CDS","probable serine protease pepa %28serine proteinase%29 %28mtb32a%29",151339,152406,1068,13,0.0121722846441948,8,8,0.00749063670411985,34,"151256;151313;151317;151436;151554;151869;151885;151906;151987;152003;152024;152251;152369","51,132,17,8,61,8,141,1,9,2,1,3,2",436
"MB0131","CDS","TREHALOSE SYNTHASE TRES",152515,154320,1806,35,0.0193798449612403,6,23,0.0127353266888151,11,"152530;152672;152717;152745;152790;152835;152885;152887;152888;152994;153003;153006;153429;153459;153488;153494;153547;153577;153606;153612;153753;153794;153906;153912;153944;153945;154049;154062;154136;154167;154200;154253;154305;154306;154318","5,6,7,1,8,11,1,2,81,4,36,224,9,19,38,12,2,6,5,6,56,1,1,3,9,2,6,15,1,18,1,11,25,215,3",850
"MB0132","CDS","maltokinase mak",154423,155790,1368,43,0.0314327485380117,17,31,0.0226608187134503,26,"154318;154371;154373;154416;154424;154446;154460;154461;154463;154466;154491;154564;154579;154584;154589;154707;154719;154720;154768;154783;154815;154837;154877;154922;154933;154946;154995;155021;155040;155064;155139;155198;155316;155414;155423;155541;155570;155603;155668;155688;155709;155721;155757","3,52,71,1,400,337,1,447,23,22,109,431,302,4,18,37,337,1,1,10,16,297,10,15,21,17,4,2,36,13,124,26,19,7,1,1,6,31,3,1,6,49,14",3326
"MB0133","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",155858,156637,780,25,0.032051282051282,8,16,0.0205128205128205,26,"155757;155814;155849;155875;155938;155967;156036;156037;156056;156059;156155;156177;156180;156298;156314;156317;156358;156381;156383;156387;156432;156435;156499;156501;156505","14,12,44,17,7,87,1,217,11,55,1,269,4,1,3,134,8,3,140,6,6,35,2,1,2",1080
"MB0134c","CDS","SECRETED ANTIGEN 85-C FBPC %2885C%29 %28ANTIGEN 85 COMPLEX C%29 %28AG58C%29 %28MYCOLYL TRANSFERASE 85C%29 %28FIBRONECTIN-BINDING PROTEIN C%29",156769,157791,1023,27,0.0263929618768328,4,12,0.0117302052785924,7,"156872;156915;156990;157033;157128;157141;157217;157240;157246;157260;157266;157296;157359;157362;157378;157384;157401;157414;157426;157480;157509;157519;157531;157675;157679;157682;157684","1,2,5,1,1,3,1,1,3,18,6,5,2,10,16,5,4,5,65,4,3,1,1,13,1,5,8",190
"MB0135","CDS","probable 3-hydroxyl-thioester dehydratase",158038,158493,456,5,0.0109649122807018,9,4,0.0087719298245614,9.5,"158010;158016;158271;158366;158484","8,10,187,9,2",216
"MB0136c","CDS","PROBABLE ACYL-CoA DEHYDROGENASE FADE1",158506,159849,1344,21,0.015625,4,10,0.00744047619047619,51.5,"158484;158712;158750;158830;158868;158915;159033;159133;159238;159297;159332;159415;159450;159666;159739;159740;159756;159757;159767;159784;159806","2,51,7,54,2,1,150,2,1,4,2,5,4,9,1,74,31,52,3,679,1",1135
"MB0137c","CDS","putative f420-dependent glucose-6-phosphate dehydrogenase fgd2",159891,160973,1083,22,0.0203139427516159,15,16,0.0147737765466297,38.5,"159784;159806;159858;159874;159924;160339;160376;160457;160494;160502;160508;160510;160511;160620;160621;160626;160628;160643;160714;160739;160761;160832","679,1,22,433,1,50,7,5,21,7,62,153,3,1,2,43,222,9,49,9,34,1",1814
"MB0138","CDS","gcn5-related n-acetyltransferase",161060,161665,606,8,0.0132013201320132,8.5,7,0.0115511551155116,10,"160986;161041;161319;161437;161457;161460;161575;161578","7,6,40,73,45,5,2,10",188
"MB0139-1","CDS",NA,161962,162345,384,7,0.0182291666666667,36,5,0.0130208333333333,39,"161894;161915;161949;162086;162088;162206;162285","1,1,39,5,43,76,36",201
"MB0139-2","CDS",NA,162345,162452,108,5,0.0462962962962963,8,3,0.0277777777777778,11,"162285;162355;162365;162403;162431","36,2,1,11,8",58
"MB0139-3","CDS",NA,162454,162693,240,11,0.0458333333333333,8,7,0.0291666666666667,11,"162355;162365;162403;162431;162473;162483;162530;162532;162549;162613;162648","2,1,11,8,3,25,9,1,38,7,91",196
"MB0139-4","CDS",NA,162696,162863,168,6,0.0357142857142857,33,5,0.0297619047619048,59,"162613;162648;162719;162731;162837;162838","7,91,59,6,95,1",259
"MB0140c","CDS","POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN",162834,163439,606,19,0.0313531353135314,7,13,0.0214521452145215,11,"162719;162731;162837;162838;162865;162919;162983;163028;163037;163146;163165;163166;163270;163284;163336;163337;163340;163388;163424","59,6,95,1,7,7,4,9,25,69,1,24,1,11,122,4,6,2,8",461
"MB0141","CDS","PROBABLE CYTOCHROME P450 138 CYP138",163556,164881,1326,29,0.0218702865761689,5,15,0.0113122171945701,12,"163454;163542;163595;163598;163608;163642;163693;163716;163726;163760;163768;163895;163924;163948;164013;164066;164146;164172;164194;164264;164290;164371;164471;164488;164489;164552;164589;164606;164670","31,4,1,1,8,28,1,2,2,12,2,9,1,6,2,3,11,2,1,65,5,3,19,10,9,32,3,18,34",325
"MB0142c","CDS","PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA %28PROTEIN-METHIONINE-S-OXIDE REDUCTASE%29 %28PEPTIDE MET%28O%29 REDUCTASE%29",164902,165450,549,7,0.0127504553734062,6,4,0.00728597449908925,7,"165042;165060;165160;165204;165234;165322;165356","7,2,7,6,3,1,11",37
"MB0143","CDS","CONSERVED HYPOTHETICAL PROTEIN",165513,166016,504,13,0.0257936507936508,10,11,0.0218253968253968,11,"165474;165508;165569;165626;165669;165687;165748;165787;165866;165898;165905;165998;166016","9,1,35,63,11,9,3,141,63,8,28,9,10",390
"MB0144","CDS","possible oxidoreductase",166017,167039,1023,19,0.0185728250244379,24,15,0.0146627565982405,36,"165905;165998;166016;166046;166116;166123;166126;166164;166244;166333;166375;166377;166451;166493;166699;166712;166817;166936;167003","28,9,10,24,17,36,19,1,1,14,65,2,87,60,64,234,48,61,3",783
"MB0145","CDS","COGs COG2343",167100,167480,381,24,0.062992125984252,13.5,16,0.041994750656168,27.5,"167003;167060;167121;167137;167139;167166;167178;167193;167194;167221;167224;167240;167255;167257;167284;167312;167339;167342;167353;167380;167381;167393;167405;167409","3,15,9,30,18,5,13,1,544,76,14,25,32,34,4,5,46,52,2,1,64,1,1,4",999
"MB0146c","CDS","Ketosteroid isomerase-related protein",167461,167871,411,15,0.0364963503649635,2,5,0.0121654501216545,142,"167353;167380;167381;167393;167405;167409;167497;167499;167518;167519;167520;167527;167623;167637;167741","2,1,64,1,1,4,33,142,1,198,1,3,1,233,2",687
"MB0147","CDS","3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase",167901,168827,927,10,0.0107874865156419,5.5,5,0.00539374325782093,15,"167913;168031;168232;168350;168458;168523;168641;168709;168779;168827","104,67,15,8,1,3,1,8,2,2",211
"MB0148c","CDS","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN",168894,170372,1479,34,0.0229885057471264,6,22,0.0148749154834348,11.5,"168779;168827;168850;168851;168897;168969;169117;169235;169247;169282;169347;169349;169365;169379;169380;169390;169400;169429;169465;169497;169514;169547;169572;169587;170009;170045;170047;170127;170163;170178;170267;170275;170317;170332","2,2,1,37,4,91,5,28,4,11,6,5,4,38,3,44,12,13,8,32,5,7,1,55,6,176,1,11,28,3,1,3,11,6",664
"MB0149","CDS","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN %28POSSIBLY TETR-FAMILY%29",170474,171316,843,29,0.0344009489916963,10,17,0.0201660735468565,26,"170433;170435;170436;170506;170524;170528;170551;170554;170555;170556;170624;170633;170642;170646;170672;170673;170739;170751;170763;170857;170881;171105;171126;171209;171210;171223;171229;171262;171275","19,23,1,1,10,26,29,181,1,1,1,10,1,117,215,208,4,9,26,5,1,4,16,15,1,61,2,1,33",1022
"MB0150","CDS","possible s-adenosylmethionine-dependent methyltransferase",171405,172358,954,17,0.0178197064989518,9,13,0.0136268343815514,17,"171327;171347;171393;171473;171474;171592;171595;171730;171827;171848;171886;171945;172004;172031;172057;172149;172175","17,3,24,1,103,107,2,9,5,9,78,24,39,1,10,7,9",448
"MB0151","CDS","possible s-adenosylmethionine-dependent methyltransferase",172401,173333,933,31,0.0332261521972133,9,20,0.0214362272240086,25,"172402;172519;172531;172560;172564;172601;172637;172649;172669;172682;172699;172701;172719;172787;172817;172855;172973;173044;173162;173215;173238;173239;173240;173241;173242;173250;173252;173269;173292;173304;173333","2,6,8,1,43,4,9,17,181,24,100,1,3,236,94,13,8,1,3,13,149,1,229,1,44,26,14,4,6,262,1",1504
"MB0152","CDS","probable aldehyde dehydrogenase %28nad%2B%29 dependent",173428,174948,1521,44,0.0289283366206443,17.5,32,0.0210387902695595,24,"173333;173356;173358;173360;173368;173370;173387;173410;173422;173458;173576;173621;173699;173739;173747;173756;173769;173778;173789;173798;173817;173865;173887;173912;173916;174032;174117;174150;174188;174235;174306;174320;174438;174562;174669;174680;174733;174740;174778;174782;174851;174872;174896;174909","1,113,354,3,1818,17,9,3,10,14,29,6,26,7,47,9,17,18,1,158,41,37,106,20,23,2,288,4,27,281,26,18,25,4,1,1,34,1,20,7,22,3,5,4",3660
"MB0153","CDS","PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE",175023,175883,861,29,0.0336817653890825,11,19,0.0220673635307782,20,"174909;174978;174990;174992;175096;175114;175232;175266;175298;175384;175396;175397;175416;175434;175459;175514;175531;175532;175552;175576;175577;175615;175650;175694;175733;175790;175812;175822;175866","4,7,33,1,7,59,277,50,1,61,1,5,1,29,15,15,1,37,53,18,20,2,1,14,1,6,11,4,38",772
"MB0154","CDS","possible quinone oxidoreductase %28nadph:quinone oxidoreductase%29 %28zeta-crystallin%29",175890,176858,969,27,0.0278637770897833,6,15,0.0154798761609907,18,"175790;175812;175822;175866;175889;175908;175937;175940;175984;176140;176152;176258;176270;176308;176383;176394;176426;176471;176501;176538;176569;176589;176619;176656;176687;176780;176858","6,11,4,38,2,6,1,7,59,4,15,9,4,35,32,1,55,1,23,28,2,10,3,18,1,1,4",380
"MB0155c","CDS","CONSERVED HYPOTHETICAL PROTEIN",176855,177142,288,4,0.0138888888888889,2.5,1,0.00347222222222222,18,"176780;176858;176914;177120","1,4,1,18",24
"MB0156c","CDS","pe family protein pe1",177733,179499,1767,60,0.033955857385399,8,42,0.0237691001697793,11.5,"177646;177703;177706;177764;177789;177821;177823;177849;177907;177920;177939;177967;178093;178157;178211;178237;178257;178258;178260;178307;178332;178361;178375;178378;178422;178425;178434;178450;178481;178523;178540;178552;178591;178599;178641;178715;178770;178772;178799;178833;178854;178890;178948;178972;179021;179066;179097;179215;179240;179241;179258;179262;179319;179330;179358;179376;179380;179417;179437;179448","9,144,8,15,2,66,1,10,3,10,75,6,1,4,1,1,166,2,15,101,32,4,71,11,7,79,6,41,1,5,8,50,4,6,8,8,2,81,5,40,22,38,11,8,1,12,1,2,1,1,17,33,5,6,9,19,190,1,6,5",1497
